snr_db,T,BT,n_eff,r,pred_oracle,pred_real,pred_calib,sig0_infl,sig1_infl,emp_pe,n
-45.84331224367531,0.32,960.0,1920,0.05,0.22478160440965778,0.3147606852708643,0.45119707801789327,4.809314577083094,3.2768394424255556,0.44918699186991873,1800
-48.85361220031512,0.64,1920.0,3840,0.05,0.1424563802210158,0.23202311386503402,0.449868473714315,4.637813046455589,3.1483093580100685,0.44204685573366215,840
-51.86391215695493,1.28,3840.0,7680,0.05,0.06523045258440968,0.14274208831661553,0.45637150432511864,4.759805003579868,3.228152359647533,0.4546742209631728,360
-41.07209969647869,0.32,960.0,1920,0.15,0.014943363347690197,0.0864294807001913,0.39748634010695294,4.809314577083094,3.05994998936424,0.3861788617886179,1800
-44.08239965311849,0.64,1920.0,3840,0.15,0.0010663953592342512,0.07392709249809856,0.41882153650106735,4.637813046455589,2.9285235516095627,0.4155363748458693,840
-47.092699609758306,1.28,3840.0,7680,0.15,7.021854549371653e-06,0.07348864142440173,0.44267721876606125,4.759805003579868,2.9971073104269754,0.4461756373937677,360
-35.84331224367531,0.32,960.0,1920,0.5,6.950717779119486e-11,0.07348825021355987,0.376431195613402,4.809314577083094,2.5354583514633835,0.3722415795586527,1800
-38.85361220031512,0.64,1920.0,3840,0.5,0.0,0.07348825020350752,0.41577899041044497,4.637813046455589,2.4019816143345807,0.41368680641183725,840
-41.86391215695493,1.28,3840.0,7680,0.5,0.0,0.07348825020350724,0.44243735818845825,4.759805003579868,2.4413011109859752,0.4461756373937677,360
